"","id","session","stresscond","stresslevel","group","order","date","warehouse_Time_to_eliminate_enemies_total","warehouse_Distance_rifle_moved_total","warehouse_Shots_fired_total","warehouse_Number_of_hits_total","warehouse_Number_of_misses_total","warehouse_Hits_per_shots_fired_total","warehouse_Misses_per_shots_fired_total","warehouse_Hits_on_enemies_total","warehouse_Hits_on_hostages_total","warehouse_Hits_on_enemies_per_shots_fired_total","warehouse_Hits_on_hostages_per_shots_fired_total","warehouse_Points_per_shots_fired_total","warehouse_Average_total_radial_error_of_all_chest_shots_fired_total","warehouse_Average_total_radial_error_of_all_head_shots_fired_total","warehouse_Standard_deviation_average_total_radial_error_per_chest_shots_fired_total","warehouse_Standard_deviation_average_total_radial_error_per_head_shots_fired_total","warehouse_Time_to_aim_at_avatars_total","warehouse_Time_until_action_taken_total","warehouse_Total_performance_score","warehouse_Total_performance_score_rep","warehouse_Total_performance_score_revtime","range_shots_fired","range_total_hits","range_total_points","range_total_radial_error","range_total_standard_deviation","range_total_time_to_aim","range_total_time_to_shoot","HR.baseline","HRV.baseline","HRConfidenceGT50.baseline","HR.warehouse","HRV.warehouse","HRConfidenceGT50.warehouse","meanscl_baseline","meanscl_warehouse","scrnsf_baseline","scrnsf_warehouse","scramp_baseline","scramp_warehouse","scrrise_baseline","scrrise_warehouse","scrrec_baseline","scrrec_warehouse","scronset_baseline","scronset_warehouse","STICSACOG_BL","STICSASOM_BL","STICSACOG_PT","STICSASOM_PT","STICSACOG_PW","STICSASOM_PW","sample_timing","aa_mean_time1","aa_mean_time2","aa_mean_time3","aa_mean_time4","cort_mean_time1","cort_mean_time2","cort_mean_time3","cort_mean_time4"
"156",78,2,"HS","High_Stress","Reappraisal",2,2019-02-14,726.7241,425.9207,771,173,596,0.2295302,0.7734057,168,5,0.2237762,0.006756757,51287.5,0.02130994,0.0254151,0.200352,5.370515,954.3123,108.523,660.5,660.260700389105,125.796322489392,40,8,175,147.6861,1928.555,65.97864,21.25796,68.6842105263158,NA,0,65.0810014727541,NA,0.0972017673048601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,NA,NA,NA,NA,"intended",147.9,274.7,185.6,210.4,0.187,0.093,0.069,0.062
"157",79,1,"LS","Low_Stress","Control",2,2019-02-19,668.8073,311.8006,376,198,164,0.5265958,0.4481793,190,8,0.5053192,0.02179836,57662.5,0.09454535,0.0100907,3.669583,0.3991073,884.2986,172.2415,585.5,585.678191489362,159.117647058824,40,19,665,351.6901,22891.64,112.962,41.44902,72.3333333333333,NA,0,68.1713147410359,NA,0.00398406374501992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,14,14,"intended",18.5,25.7,29.7,12,0.224,0.182,0.195,0.288
"158",79,2,"HS","High_Stress","Control",2,2019-02-22,722.0517,310.005,492,163,325,0.335391,0.6638116,160,3,0.3292181,0.006451613,48593.75,0.03599643,0.003358641,0.3996942,0.03281361,929.3239,133.8032,711.5,711.384146341463,165.581720430108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,16,14,10,20,"shorter",28,28,37.4,36.2,0.408,0.29,0.25,0.222
"159",80,1,"HS","High_Stress","Reappraisal",1,2019-03-01,735.2515,422.2719,835,206,596,0.2551546,0.7137725,193,13,0.2396907,0.01639344,53803.13,0.02586536,0.004567971,0.3324986,0.1738907,956.363,106.4933,507.5,507.294717887155,-42.5013106159895,NA,NA,NA,NA,NA,NA,NA,65,NA,0,74.9509803921569,76.4676470588235,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,15,13,13,17,22,"intended",86.4,135.1,95,68.1,0.125,0.119,0.116,0.115
"160",80,2,"LS","Low_Stress","Reappraisal",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.6627906976744,NA,0.313953488372093,86.5519607843137,60.5058823529412,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,14,22,20,16,17,"shorter",70.7,63.5,63.5,36.4,0.152,0.13,0.15,0.146
"161",81,1,"HS","High_Stress","Mindfulness",1,2019-02-26,794.2399,273.0932,504,171,313,0.3585746,0.6210318,157,14,0.3296214,0.02922756,42434.38,0.02954545,0.009374398,0.2402411,0.6057724,893.0141,169.92,556,556.097222222222,-111.320712694877,40,21,660,385.6359,30194.12,213.351,95.21196,65,NA,0,67.6913746630728,NA,0.0121293800539084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,19,16,17,23,32,"intended",64.8,74.5,50.7,45.9,0.635,0.249,0.19,0.203
"162",81,2,"LS","Low_Stress","Mindfulness",1,2019-02-28,731.127,372.4754,784,197,559,0.2541209,0.7189119,182,15,0.2348901,0.01923077,49459.38,0.02156831,0.1137255,0.1410352,572.9347,950.5974,112.5363,462.5,462.542729591837,-80.3035714285714,40,18,540,334.9799,19457.15,102.4507,40.09711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,18,15,17,14,25,"intended",34.6,53.8,39.9,44.9,1.866,0.955,0.817,0.712
"163",82,1,"HS","High_Stress","Control",1,2019-02-26,801.3145,426.332,573,97,466,0.1730419,0.8132635,79,18,0.143898,0.03202847,23768.75,0.0145583,0.001370584,0.06698625,0.003388585,965.6032,97.65257,461.5,461.740837696335,-200.902193784278,40,8,165,151.6206,1939.83,409.7244,14.86026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,11,29,17,NA,NA,NA,139.9,NA,NA,NA,0.378,NA,NA,NA
"164",82,2,"LS","Low_Stress","Control",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",83,1,"LS","Low_Stress","Control",2,2019-03-05,748.225,452.8624,466,195,269,0.4197802,0.5844749,188,7,0.4060325,0.0154185,52553.13,0.03045685,0.008403952,0.23988,0.4369932,892.3777,170.101,666,665.903587443946,106.296983758701,40,16,525,289.166,13664.02,76.71253,24.52535,78.2122015915119,NA,0.631299734748011,85.9270935960591,NA,0.530049261083744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,13,14,10,16,"intended",128.4,162.7,113,86.1,0.269,0.236,0.208,0.214
"166",83,2,"HS","High_Stress","Control",2,2019-03-07,746.308,344.5584,540,140,392,0.259887,0.733463,134,6,0.2486085,0.01149425,43231.25,0.02953516,0.0007118838,0.3026922,0.0006039629,935.7333,127.3025,666,666.028703703704,92.9036144578313,40,7,290,138.1057,1386.967,95.41853,16.00794,73.2415349887133,NA,0.740406320541761,96.6759259259259,87.5240740740741,0.615740740740741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,10,12,10,17,"intended",53.8,134.6,61.3,88.6,0.274,0.317,0.287,0.269
"167",84,1,"LS","Low_Stress","Reappraisal",2,2019-03-05,735.3257,465.2062,544,186,350,0.3431734,0.6539197,169,17,0.3118081,0.03153989,45175,0.02214634,0.01577417,0.1866423,1.111939,920.7663,142.169,436.5,436.597605893186,-116.24472168906,40,18,560,355.0977,19333.8,178.8377,65.87672,59.6753926701571,NA,0.926701570680628,68.8343137254902,137.908823529412,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,11,12,10,13,"intended",56.1,63.1,56.6,73,0.429,0.34,0.335,0.314
"168",84,2,"HS","High_Stress","Reappraisal",2,2019-03-07,674.7229,423.5139,613,180,418,0.2970297,0.6877133,175,5,0.2887789,0.00837521,52568.75,0.03986545,0.0008300542,0.6229316,0.001134661,923.91,139.1158,618,617.878466557912,185.797089041096,40,9,285,170.5909,2634.309,105.2068,15.36201,61,NA,0.956521739130435,68.0413043478261,175.826086956522,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,10,12,10,14,"intended",88.4,73.3,99.9,173.8,0.428,0.324,0.284,0.276
"169",85,1,"LS","Low_Stress","Mindfulness",2,2019-03-05,727.9957,396.724,451,159,281,0.3529412,0.6298851,151,8,0.3348416,0.0183908,50256.25,0.0736381,0.001752841,1.763505,0.004826437,937.4179,125.355,623.5,623.716186252772,65.432183908046,40,20,600,424.9182,34427.12,146.8967,43.76891,87.1399416909621,NA,0.75801749271137,108.150442477876,NA,0.422812192723697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,12,17,18,15,27,"intended",295.7,182.5,210.1,171.9,0.328,0.125,0.109,0.147
"170",85,2,"HS","High_Stress","Mindfulness",2,2019-03-07,600.6597,256.983,362,196,151,0.5428572,0.4213483,190,6,0.5257143,0.01749271,61437.5,0.1413378,0.001380969,13.96494,0.001114977,915.9056,140.2478,566,565.859116022099,242.180758017493,40,19,540,361.6888,23467.8,120.2938,15.54736,91.042735042735,NA,0.797720797720798,100.598245614035,58.571052631579,0.575438596491228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14,14,13,10,14,"intended",281.9,227.8,260.3,289.8,0.313,0.116,0.106,0.107
"171",86,1,"HS","High_Stress","Control",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,8,165,179.4539,2447.867,105.1236,14.02463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",86,2,"LS","Low_Stress","Control",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",87,1,"HS","High_Stress","Mindfulness",1,2019-03-11,801.1633,184.7608,300,68,230,0.2310469,0.7718121,66,2,0.2238267,0.00729927,20087.5,0.01597348,0.003688936,0.0477728,0.01828786,941.7086,121.3205,794.5,794.48,91.029197080292,40,10,285,189.8199,3685.83,333.4226,43.97764,92.4952380952381,57.9952380952381,1,96.4081055607917,NA,0.564561734213007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shorter",66.6,123.8,86.4,74,0.155,0.124,0.133,0.126
"174",87,2,"LS","Low_Stress","Mindfulness",1,2019-03-13,798.5693,294.5561,358,150,198,0.4259259,0.56,136,14,0.3888889,0.03966006,41646.88,0.03660349,0.001854119,0.275804,0.002952551,814.0431,248.7151,581.5,581.666193181818,-80.7655279503106,40,10,320,193.5844,3756.857,189.2949,21.73703,90.305,NA,0.928333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shorter",86.6,103,62.3,70.5,0.213,0.164,0.143,0.131
"175",88,1,"LS","Low_Stress","Mindfulness",2,2019-03-12,741.6295,396.7729,428,172,241,0.4028436,0.5714286,169,3,0.3957846,0.007142857,54331.25,0.05895646,0.00188069,0.927171,0.003533826,895.0391,163.1033,746,746.163484486873,173.768472906404,40,21,765,401.5426,28632.13,148.5666,25.18323,81.2782608695652,NA,0.904347826086957,89.6490196078431,49.8509803921569,0.624509803921569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,19,20,19,18,26,"intended",70.4,207.3,120.9,143,0.264,0.181,0.137,0.138
"176",88,2,"HS","High_Stress","Mindfulness",2,2019-03-14,721.0161,409.7834,372,186,173,0.5249267,0.4650538,183,3,0.516129,0.008797654,55400,0.06321208,0,0.8842484,0,917.2281,145.6781,735.5,735.462365591398,196.445747800587,40,10,325,192.3644,3722.304,230.2317,15.70727,85.6689189189189,NA,0.900900900900901,90.4176470588235,51.3352941176471,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,18,20,16,22,"intended",28.5,72.8,70.4,110.9,0.529,0.275,0.199,0.172
"177",89,1,"HS","High_Stress","Reappraisal",1,2019-04-02,794.2233,351.6198,424,99,315,0.2506329,0.7429245,97,2,0.2455696,0.005089059,32712.5,0.03129159,0.004645986,0.2147747,0.04976403,912.475,150.449,792.5,792.666666666667,125.676229508197,40,17,495,322.1083,16716.62,255.0381,70.26902,72.2738095238095,77.1928571428571,1,89.4519607843137,63.8970588235294,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,11,20,17,11,32,"intended",69.9,194.3,102.5,54.3,0.151,0.133,0.087,0.061
"178",89,2,"LS","Low_Stress","Reappraisal",1,2019-04-05,726.6144,283.9272,430,177,224,0.4116279,0.5309524,171,6,0.3976744,0.01401869,51921.88,0.06088588,0.007646538,0.8107679,0.2941826,851.6873,211.3391,686,685.836879432624,151.647783251232,40,20,720,381.9916,27556.95,144.9316,46.50857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,15,16,15,24,"shorter",57.2,160.9,105.3,100.7,0.277,0.234,0.175,0.192
"179",90,1,"LS","Low_Stress","Control",2,2019-03-12,801.2046,271.0259,400,97,292,0.2520107,0.7340153,91,6,0.2359249,0.01626016,27065.63,0.02318606,0.000757988,0.1196957,0.000298335,865.7068,197.3911,715,714.8325,11.7615176151762,40,12,330,221.5445,5859.06,204.7413,34.90091,82.3787234042553,NA,0.75531914893617,91.4590909090909,66.3916666666667,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,14,16,19,16,23,"intended",315,272.2,153.5,141.7,0.257,0.197,0.188,0.191
"180",90,2,"HS","High_Stress","Control",2,2019-03-14,745.7149,291.1378,472,172,290,0.3672566,0.6157205,168,4,0.3585313,0.008849557,52784.38,0.04099739,0.001583769,0.535782,0.003762586,897.3888,165.4139,722,722.033970276009,128.970132743363,40,10,355,195.3376,3785.67,91.62737,15.19517,80.2869822485207,NA,0.952662721893491,85.8305555555555,57.4712962962963,0.988888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14,12,15,11,23,"intended",164.7,153.5,108.4,103.2,0.231,0.178,0.174,0.142
"181",91,1,"HS","High_Stress","Mindfulness",1,2019-04-02,771.7036,320.5086,350,191,155,0.559633,0.4505814,181,10,0.5327103,0.02873563,51996.88,0.1559029,0.007217543,34.35574,0.1427855,815.1235,247.6862,664,663.93227665706,43.8166144200627,40,18,550,346.7426,20345.03,149.4526,62.43616,87.1624365482234,NA,0.974619289340102,103.33137254902,42.6862745098039,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14,14,12,10,15,"intended",113.3,104.5,77.9,57.9,0.137,0.091,0.066,0.065
"182",91,2,"LS","Low_Stress","Mindfulness",1,2019-04-04,743.3323,379.0763,457,192,251,0.4249423,0.5504386,189,3,0.4180139,0.006944444,53562.5,0.0392095,0.007976144,0.42788,0.3552316,895.8409,167.1881,741.5,741.601750547046,154.951388888889,40,20,625,376.2974,26306.89,103.1937,53.34071,100.265957446809,NA,0.893617021276596,104.394444444444,40.3601851851852,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,11,10,11,10,13,"intended",77.7,82,77.2,61.5,0.243,0.127,0.099,0.079
"183",92,1,"LS","Low_Stress","Reappraisal",2,2019-03-28,717.4071,456.4388,580,205,344,0.3654917,0.5944541,195,10,0.3469388,0.01862197,57203.13,0.04983967,0.008965154,1.701362,0.6584578,918.0632,144.9207,566.5,566.398100172712,31.1545623836127,40,24,590,508.2351,50552.28,86.65729,41.52674,84.7035830618892,NA,0.908794788273616,104.292156862745,55.9872549019608,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,14,13,16,13,14,"intended",50.7,58.9,39.2,38,0.146,0.263,0.278,0.319
"184",92,2,"HS","High_Stress","Reappraisal",2,2019-03-29,786.2465,300.1602,696,164,509,0.2536825,0.7322721,160,4,0.2471358,0.00661157,48125,0.03476404,0.005452259,0.4464451,0.201313,883.5876,179.3584,740.5,740.572557471264,70.1,44,27,1005,576.4008,64924.91,77.57036,33.30527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,11,11,12,10,13,"shorter",54.4,53.8,34.9,42,0.15,0.233,0.294,0.219
"185",93,1,"HS","High_Stress","Control",1,2019-04-12,773.5967,347.6859,687,195,460,0.2993528,0.6710526,189,6,0.2912621,0.008941878,54118.75,0.03129402,0.01079394,0.3986167,0.8529843,892.6353,164.8417,698.5,698.678358208955,60.7065040650406,40,17,565,323.8526,15580.03,250.5689,54.91226,78.6041666666667,84.2833333333333,1,102.630392156863,54.1509803921569,0.427450980392157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,14,15,19,13,28,"intended",59.2,55.1,77.9,62.2,0.212,0.155,0.123,0.113
"186",93,2,"LS","Low_Stress","Control",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.8125,NA,0.95625,88.6911764705882,84.1009803921569,0.970588235294118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,11,13,12,12,25,"shorter",25.6,42,52.6,50.8,0.388,0.246,0.257,0.237
"187",94,1,"LS","Low_Stress","Mindfulness",2,2019-04-11,801.1794,239.408,455,43,412,0.0945055,0.9148418,29,14,0.06373627,0.03365385,10150,0.01668034,0.001949317,0.06459618,0.00542393,1022.92,39.9495,532,532.153846153846,-132.281173594132,40,7,185,121.398,1144.062,200.0021,13.91516,93.8833333333333,56.1333333333333,1,107.024509803922,34.478431372549,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,11,22,13,21,30,"intended",171.2,183,155.3,157.4,0.174,0.128,0.105,0.078
"188",94,2,"HS","High_Stress","Mindfulness",2,2019-04-12,801.2286,305.9625,371,98,271,0.2761628,0.7304582,90,8,0.255814,0.02185792,26737.5,0.02523242,0.001754949,0.1009319,0.002155761,919.0143,143.8349,691.5,691.627397260274,-4.88529411764705,NA,NA,NA,NA,NA,NA,NA,102.361344537815,NA,0.621848739495798,104.863888888889,29.8657407407407,0.971296296296296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,13,26,12,22,23,"shorter",162.7,227.8,148.4,169.1,0.148,0.13,0.106,0.099
"189",95,1,"HS","High_Stress","Reappraisal",1,2019-04-11,801.2017,330.7409,428,132,275,0.3098592,0.6495098,126,6,0.2957746,0.01452785,39003.13,0.04194764,0.001371162,0.9501391,0.002096721,922.3184,140.8615,726.5,726.670960187354,43.7022900763359,40,25,955,511.5833,63589.57,239.7926,66.23528,87.1275862068966,NA,0.786206896551724,108.852777777778,44.9333333333333,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,14,17,10,23,"intended",115.6,206.1,133.8,187.1,0.128,0.614,0.614,0.477
"190",95,2,"LS","Low_Stress","Reappraisal",1,2019-04-16,795.5089,404.5114,396,175,212,0.4478022,0.5376623,166,9,0.4285714,0.02368421,47425,0.04388022,0.01994616,0.3707159,0.3322419,879.9511,179.876,676,675.88005050505,20.4333333333333,41,18,530,342.4329,20071.42,251.3887,62.16634,80.4322766570605,NA,0.832853025936599,102.536111111111,59.3277777777778,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,12,15,11,25,"intended",102,203.2,100.7,85.8,0.313,0.628,0.605,0.461
"191",96,1,"HS","High_Stress","Mindfulness",1,2019-04-16,743.82,366.6537,364,176,168,0.4848485,0.4645892,169,7,0.4655647,0.02011494,52862.5,0.05667488,0.02331599,0.8527365,1.56697,891.0738,171.641,676.5,676.612637362637,87.2155172413793,40,22,605,445.193,40191.35,154.457,49.33998,86.3079019073569,NA,0.874659400544959,105.992307692308,40.8217948717949,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,15,18,14,13,21,"intended",103.8,157.3,113.8,104.6,0.242,0.231,0.231,0.223
"192",96,2,"LS","Low_Stress","Mindfulness",1,2019-04-18,683.7488,296.1241,370,203,160,0.5486487,0.4410113,195,8,0.527027,0.02259887,59056.25,0.08778617,0.002684701,2.816744,0.01124312,849.505,213.8215,604,603.805405405405,133.526836158192,40,20,630,379.7194,26832.65,102.1279,37.52567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,12,13,14,18,"intended",67.4,128.1,100.7,98.6,0.307,0.13,0.106,0.149
"193",97,1,"LS","Low_Stress","Control",2,2019-04-16,776.3634,314.8238,521,146,357,0.2802303,0.693837,141,5,0.2718447,0.009652509,45265.63,0.06459039,0.008366952,6.702225,0.5447093,893.9401,169.3189,719.5,719.441458733205,86.0636550308008,40,24,790,467.4475,49948.71,127.9668,67.81911,86.3333333333333,NA,0.995833333333333,109.599019607843,54.0950980392157,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,20,24,26,10,31,"intended",123.2,110.2,111.2,81.2,0.225,0.206,0.205,0.244
"194",97,2,"HS","High_Stress","Control",2,2019-04-19,618.5023,309.9074,438,198,213,0.4722222,0.4863014,195,3,0.4646465,0.007575758,57625,0.0501109,0.03854558,0.7121255,13.5255,916.7764,145.9405,625,624.78196347032,288.469696969697,40,33,1325,725.3029,150447.4,59.71844,52.97287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15,10,16,12,28,"shorter",108.7,103.2,70.8,65.1,0.277,0.311,0.231,0.19
"195",98,1,"HS","High_Stress","Control",1,2019-04-18,746.8646,421.6799,556,189,341,0.3405405,0.6219739,180,9,0.3243243,0.01642336,51737.5,0.03470059,0.008424634,0.8208424,0.5140122,910.9658,151.9227,613.5,613.526978417266,37.0579439252336,40,29,915,548.5026,81622.94,217.2501,87.02213,64.6169590643275,NA,0.859649122807018,95.7362745098039,72.3088235294118,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,16,20,25,22,18,"intended",138.4,121.4,124.3,111.7,0.288,0.33,0.308,0.256
"196",98,2,"LS","Low_Stress","Control",1,2019-04-19,674.5049,377.9,509,192,276,0.3830228,0.5429769,186,6,0.3726708,0.0122449,59909.38,0.1041017,0.00512972,9.763778,0.08646911,880.5068,177.2297,614,614.081854043392,177.461215932914,40,31,1055,574.8354,87153.13,155.9579,49.53234,74.7435897435897,NA,0.856410256410256,84.6462962962963,65.5740740740741,0.977777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,17,20,15,18,19,"shorter",139.1,140.9,98.9,83.5,0.248,0.147,0.127,0.107
"197",99,1,"LS","Low_Stress","Mindfulness",2,2019-04-23,801.1968,199.6495,694,94,593,0.1448819,0.8544669,88,6,0.1354331,0.009448819,26553.13,0.01263539,0.002044442,0.07349103,0.01254411,966.7072,96.25219,700,700.130403458213,-1.68267716535433,40,5,115,84.66384,437.0187,69.2636,2.657531,71.5813953488372,NA,0.779069767441861,99.0796296296296,52.5324074074074,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,10,12,10,15,"intended",178.3,120.4,100.5,114,0.185,0.118,0.108,0.108
"198",99,2,"HS","High_Stress","Mindfulness",2,2019-04-25,801.233,188.1611,214,90,124,0.4615385,0.5794392,86,4,0.4410256,0.02072539,24290.63,0.02921528,0.007313379,0.08701108,0.04343072,881.8912,180.9867,778,778.021126760563,79.2461139896373,40,7,200,135.6988,1356.376,80.01924,9.512453,90.496062992126,NA,0.850393700787402,110.083333333333,42.4740740740741,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,12,14,13,12,"intended",80.7,144.6,100.2,111.2,0.154,0.129,0.109,0.125
"199",100,1,"LS","Low_Stress","Reappraisal",2,2019-04-23,743.1708,353.4206,404,190,202,0.471464,0.5104167,187,3,0.4640199,0.0078125,53809.38,0.05075521,0.001994042,0.6239123,0.004714738,876.0734,186.8752,749.5,749.595297029703,161.9140625,40,10,335,207.2454,4185.964,91.6196,16.54564,80.1472222222222,NA,0.7,133.516666666667,NA,0.42843137254902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,11,17,10,14,"intended",86.9,75.9,64.8,55.4,0.202,0.228,0.184,0.171
"200",100,2,"HS","High_Stress","Reappraisal",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,20,715,375.2146,26773.36,38.67722,25.57001,NA,NA,NA,120.693293885602,NA,0.667652859960552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,10,17,10,14,"intended",66.9,70.8,60.7,54.3,0.231,0.184,0.159,0.165
"201",101,1,"HS","High_Stress","Reappraisal",1,2019-07-01,801.2433,541.6171,728,34,693,0.04696133,0.9611802,25,9,0.03453039,0.01306241,7296.875,0.002134323,0.0005353686,0.003982591,0.0003432522,1048.354,14.51477,626,626.025482093664,-17.6053042121685,43,23,840,522.593,47763.25,100.8846,31.53461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,27,37,32,33,34,"shorter",103,93.2,119.1,140.4,0.194,0.139,0.117,0.115
"202",101,2,"LS","Low_Stress","Reappraisal",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shorter",NA,NA,NA,NA,NA,NA,NA,NA
"203",102,1,"LS","Low_Stress","Control",2,2019-07-01,801.2279,241.2051,2190,96,2077,0.04387569,0.9513538,94,2,0.04296161,0.0009881423,25809.38,0.003097752,0.0009079844,0.01033038,0.009018105,1025.04,37.88897,767,766.892465753425,63.9473814229249,47,35,1305,791.4088,149316,68.49768,62.30951,77.3686274509804,NA,0.76078431372549,75.8549019607843,110.988235294118,0.996078431372549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,15,22,16,26,21,"shorter",35.4,44,33.5,28.4,0.186,0.119,0.115,0.09
"204",102,2,"HS","High_Stress","Control",2,2019-07-02,801.2456,273.472,2233,126,2088,0.06039604,0.9350649,125,1,0.05990099,0.0004952947,35721.88,0.005148136,0.001583191,0.02623895,0.04858222,1015.726,47.40902,789,789.005826983416,86.3789004457652,43,17,675,376.1366,22108.69,64.49014,21.14098,74.5619047619048,111.892857142857,1,91.3970588235294,81.3156862745098,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,23,23,20,27,22,"shorter",24.4,26.7,23.8,22.6,0.271,0.128,0.117,0.131
